A,B,C,D,R
212,384,55,0.17310523543418174,False
897,669,513,0.7267848542786823,True
211,77,607,0.030791459082466124,False
226,243,263,-0.9891252607943698,True
254,478,226,-0.9908714224492672,False
512,153,736,0.08150215176026913,True
450,821,5,-0.7570326932278141,False
232,760,804,0.4863986888537997,True
79,314,175,0.9999949269133752,False
724,468,878,0.06473266689756589,True
503,174,750,-0.9432845990484758,False
659,330,780,0.31154136351337786,True
301,191,727,-0.7785731816204325,False
605,536,374,-0.9622690929009016,True
799,102,189,-0.452176162140912,False
283,395,198,0.998941341839772,True
672,538,583,-0.23340144997749526,False
124,275,438,-0.7055403255703919,True
517,590,803,0.7204324789908387,False
698,391,341,0.9994226798345279,True
506,812,208,-0.8617756456867953,False
555,711,513,0.9965713033013819,True
158,125,620,-0.8011436155469337,False
384,54,543,0.8819578068849475,True
523,15,164,0.955336489125606,False
371,429,727,0.7478237193548898,True
138,524,898,-0.49303456607580864,False
763,25,642,0.479425538604203,True
876,829,379,-0.6432684776134739,False
369,282,712,-0.5997473287940438,True
793,141,655,-0.948733218843107,False
129,531,551,-0.9302971227216958,True
694,677,886,0.5623019861866797,False
607,205,568,-0.8182771110644103,True
276,694,851,0.25434168418624353,False
212,225,294,-0.977530117665097,True
299,167,347,-0.9803817461388988,False
510,874,478,-0.9798193934546138,True
632,257,406,0.4146981135607818,False
846,768,827,0.3409838470487362,True
863,551,401,0.024423283715361826,False
273,365,156,0.8504366206285644,True
414,532,544,-0.34812878660567287,False
174,413,227,0.9187006653297247,True
1,598,753,0.8217217718383782,False
128,108,665,0.8313834607786832,True
475,331,116,0.9438121398848466,False
588,175,539,-0.35078322768961984,True
625,685,71,0.42337454445066547,False
349,168,749,-0.21667508038737965,True
652,864,365,0.0012404049380560205,False
419,47,858,0.8075581004051142,True
193,227,683,-0.1715364067221118,False
572,24,156,0.4617791755414829,True
688,38,179,0.7248360107409052,False
500,110,294,0.8084964038195901,True
251,652,210,0.8899187207643292,False
845,534,560,-0.9506182983879301,True
65,601,23,0.8544159365101233,False
3,346,852,0.5946374946823286,True
773,97,475,-0.36087288013976715,False
600,438,21,0.6168843911210447,True
878,387,771,0.11373498957011671,False
416,574,753,-0.8849425408713638,True
317,237,592,0.02760751145421152,False
501,668,463,0.7129031143535387,True
779,581,98,0.5846314504470894,False
360,884,306,-0.9205772489935901,True
42,423,294,-0.5695993893834334,False
701,78,637,0.9999417202299663,True
504,831,812,-0.612136470036131,False
303,77,122,0.9995258306054791,True
251,851,145,-0.2558816392184792,False
119,142,54,0.2970413513068324,True
883,542,829,-0.15494747653768323,False
214,886,325,-0.9042226297764662,True
356,896,311,0.5981899054773193,False
271,794,770,-0.1711893688553761,True
188,862,291,-0.03874989067633367,False
14,494,444,-0.43966175215875003,True
615,801,805,-0.9517102723417418,False
295,171,277,-0.274824670323124,True
147,755,498,-0.8208130944926683,False
809,207,304,-0.8406094035501945,True
591,289,554,0.8760509948102237,False
447,628,133,-0.006370571267652135,True
63,455,260,-0.9477216021311119,False
898,514,289,-0.754716603785701,True
75,718,427,-0.22099351850480609,False
510,392,575,0.9999022585479752,True
112,116,45,-0.6810558805071525,False
66,333,148,0.36796051057238466,True
854,313,519,0.9997312328056578,False
202,555,168,-0.9945525882039892,True
817,78,581,0.010796117058267392,False
422,415,516,0.9021718337562934,True
306,342,219,0.8489428011635725,False
566,26,29,0.49688013784373675,True
86,743,298,-0.6615119328113989,False
700,485,732,-0.2717606264109424,True
671,547,379,-0.05554568510372558,False
390,666,253,0.6842898458495512,True
638,485,837,-0.9623648798313102,False
221,747,568,0.6946716040871543,True
586,306,447,0.9867147985168921,False
426,23,23,0.4439481069655198,True
538,308,722,0.9924222797411169,False
369,116,595,0.7322314440302515,True
369,573,442,0.44790941691773123,False
105,807,863,-0.4187212561773265,True
228,681,96,0.494419564295019,False
489,7,15,0.1395431146442365,True
533,711,441,-0.08273836737684159,False
567,265,467,-0.8322674422239013,True
897,584,744,0.6322281679828087,False
213,228,304,-0.9884112519391305,True
175,635,780,0.9910848718142533,False
601,45,86,0.7833269096274833,True
746,515,648,-0.6408264175949933,False
727,473,653,-0.03521475698538918,True
32,231,195,-0.09225760199951166,False
763,79,382,0.9999576464987401,True
233,760,14,-0.8737369830110802,False
848,669,527,0.7267848542786823,True
146,338,548,0.8884613290130915,False
561,563,699,-0.9652427529619856,True
689,77,180,0.030791459082466124,False
307,23,295,0.4439481069655198,True
88,808,460,-0.8995593270691981,False
246,603,584,-0.4850065122135016,True
214,600,265,0.8438539587324921,False
261,572,123,-0.9028577231468499,True
803,891,249,0.5151995022107854,False
660,377,235,0.9511113924071088,True
269,526,805,-0.4578490814853859,False
403,284,740,-0.5672685519289686,True
290,59,223,0.3809248243668818,False
799,348,84,0.6263130303216559,True
646,435,739,-0.7486466455973987,False
70,873,468,-0.9836208667477725,True
38,470,410,-0.9996930420352065,False
389,112,710,0.7843159250844198,True
366,687,558,0.3868073630245079,False
869,651,774,0.4382307319445118,True
119,798,725,-0.968406516827582,False
553,126,409,0.5823306495240819,True
261,670,314,0.6721930835534681,False
771,527,155,-0.8980085023246196,True
537,721,684,-0.2790772624876394,False
142,193,621,-0.6581864701049049,True
604,459,637,-0.9701911580773572,False
40,802,302,-0.325969189715432,True
341,621,660,0.9893069331007505,False
85,508,882,-0.670751854635837,True
464,218,379,-0.3451409698083231,False
50,806,316,-0.4004764292967199,True
886,509,867,-0.7281193642627859,False
144,398,57,0.9943853150281404,True
220,544,363,-0.11531716371126842,False
872,427,793,0.7737743529400135,True
690,182,84,-0.8783450073588739,False
822,305,458,-0.1821625042720959,True
771,710,48,-0.06279172292408176,False
538,681,264,0.8692233858119117,True
236,273,203,0.6798888261978571,False
885,132,183,0.4808226149886482,True
300,446,718,-0.8752818770834645,False
784,669,720,0.7267848542786823,True
782,101,417,-0.4342483461183005,False
710,398,631,0.9943853150281404,True
201,500,862,-0.8390715290764524,False
673,752,493,0.6193882654204709,True
493,24,30,0.8869949227792842,False
224,314,322,-0.0031853017931379904,True
685,104,321,-0.48748210233435935,False
51,759,386,0.5037749870595203,True
792,652,233,0.8899187207643292,False
533,680,610,0.8591618148564959,True
15,583,753,0.6166071144741448,False
345,707,811,0.999995986891472,True
577,432,703,-0.7075451946476834,False
774,32,401,0.5971954413623921,True
546,133,148,-0.886258343877352,False
830,320,179,0.11654920485049364,True
392,168,705,-0.9762437756724099,False
383,795,330,-0.19085858137418937,True
570,613,665,0.9534344706181513,False
289,78,158,0.9999417202299663,True
452,166,491,-0.9841275769785145,False
261,638,169,0.19242171535720567,True
543,63,244,0.3058169083782893,False
740,259,504,-0.8926476794282346,True
80,224,753,-0.23030294068205867,False
501,10,475,0.19866933079506122,True
571,341,566,0.8593420084295141,False
136,655,483,0.5086614643723737,True
686,820,763,-0.7699479605420718,False
312,696,713,0.9765117894852975,True
503,780,557,-0.9941776251838151,False
100,442,754,0.5520142519295328,True
289,637,860,0.9849642489981738,False
214,541,805,-0.9846263883877127,True
426,826,394,-0.6880218249545579,False
590,406,282,0.9648252809930913,True
153,479,56,-0.9879772279808662,False
727,216,19,-0.9239981587231879,True
837,883,164,0.37207210426270404,False
355,383,342,0.9812444860643621,True
569,140,596,-0.9422223406686581,False
110,562,447,-0.9702764620672901,True
474,215,481,-0.40079917207997545,False
776,100,876,0.9092974268256817,True
270,289,20,0.8760509948102237,False
661,686,727,0.914240483800529,True
791,186,814,-0.8373344009738799,False
124,655,42,0.5086614643723737,True
428,734,432,-0.5165638642860119,False
441,9,712,0.17902957342582418,True
77,378,249,0.2897653247384949,False
480,617,10,-0.22444221895185537,True
468,385,575,0.15337386203786435,False
755,414,41,0.9106183671457304,True
553,31,233,0.8138784566625339,False
226,601,820,-0.5195896529353995,True
41,392,674,0.013981178443112786,False
185,764,365,0.41501861938594564,True
843,222,213,-0.26903310311739903,False
118,437,264,0.6325010445125663,True
485,477,366,-0.9933692815601315,False
332,392,196,0.9999022585479752,True
726,82,145,-0.06914844865406196,False
824,502,298,-0.5771398638092098,True
638,261,453,0.4860908862879401,False
229,605,60,-0.44964746453460147,True
822,752,743,-0.7850848213151369,False
331,465,298,0.12445442350706169,True
264,30,488,0.8253356149096783,False
355,461,718,0.20334976494075557,True
58,863,373,-0.01875849444297068,False
597,504,18,-0.609335316063561,True
435,773,340,-0.9694143072775492,False
198,756,686,0.5546674665997032,True
222,12,56,0.9713379748520297,False
280,143,265,0.2778859258165868,True
240,644,76,0.9512201246101124,False
192,850,48,-0.9613974918795568,True
828,122,717,-0.7638152020777741,False
91,858,46,-0.9929563636967662,True
486,446,237,-0.8752818770834645,False
477,458,518,0.26169497329866265,True
721,176,100,-0.9292542053441233,False
362,339,704,0.4766277411288995,True
431,432,677,-0.7075451946476834,False
228,459,372,0.24234091026592378,True
554,83,431,-0.08908541693645897,False
129,572,758,-0.9028577231468499,True
665,587,582,0.6775495468382797,False
602,835,325,-0.8371417780197468,True
454,841,320,-0.4428362974924434,False
614,168,423,-0.21667508038737965,True
88,566,479,0.31876450920445026,False
402,406,713,0.9648252809930913,True
660,699,382,0.15652069800626667,False
198,307,161,-0.1426965435182586,True
408,693,650,0.2736318165501685,False
24,27,154,0.5141359916531132,True
869,380,326,0.25125984258225575,False
715,8,467,0.15931820661424598,True
696,35,747,0.7648421872844885,False
10,154,860,0.06155371742991315,True
866,536,573,-0.2720996009693439,False
424,244,670,-0.9859861273616704,True
472,198,472,-0.6833848035833363,False
382,589,886,-0.7077940734059962,True
569,359,248,0.6241019473992987,False
655,515,603,-0.7676858097635825,True
810,853,498,-0.21701894718109085,False
657,114,649,0.7588807081809221,True
510,606,87,0.9020198260143784,False
197,400,792,0.9893582466233818,True
0,671,285,0.6572521187670464,False
853,766,21,0.37830383593583167,True
843,654,822,0.8709669799644405,False
38,492,15,-0.40339311216876955,True
134,801,315,-0.9517102723417418,False
780,267,577,-0.8094326564466194,True
94,394,848,-0.026015430579440828,False
753,673,751,0.7793510035231799,True
793,633,335,0.995619970255593,False
134,461,690,0.20334976494075557,True
247,862,242,-0.03874989067633367,False
89,624,824,-0.08626326862634386,True
764,662,397,0.7815627107880266,False
28,732,369,0.8762208011101247,True
873,587,237,0.6775495468382797,False
526,733,712,0.866408008238286,True
497,126,376,-0.81295203709989,False
91,839,803,-0.8781765685694277,True
389,323,565,0.9844089648851007,False
85,375,18,0.9379999767747389,True
32,117,592,-0.695563326462902,False
762,391,175,0.9994226798345279,True
866,262,796,0.5034706714021142,False
487,783,799,0.04794488034705368,True
178,691,144,0.3118760620257062,False
362,807,363,-0.4187212561773265,True
390,209,672,-0.5075931258152773,False
226,723,897,0.9483404243126435,True
183,291,148,0.8946338430724075,False
233,197,92,-0.7162455691239705,True
273,394,694,-0.026015430579440828,False
69,744,676,0.7365553003977854,True
854,534,73,-0.3103624506444623,False
160,255,786,-0.9258146823277325,True
133,467,408,-0.9964085005565937,False
324,829,602,-0.7656406896899116,True
36,728,155,-0.41034564791167505,False
446,302,401,-0.2407954251341592,True
864,248,174,0.24508854269136174,False
798,490,1,-0.3664791292519284,True
26,636,857,0.9882221982578048,False
283,582,654,-0.7994448959368459,True
485,523,803,-0.5103349969029011,False
713,472,164,-0.015221451386431741,True
662,509,401,-0.7281193642627859,False
31,862,96,-0.9992489409414314,True
545,111,320,-0.6045522710579296,False
157,757,628,0.537916203948244,True
70,286,701,0.8455588244661169,False
488,636,865,0.1530257719160793,True
841,782,492,-0.9976913859352587,False
860,125,896,0.5984721441039564,True
256,874,810,0.1998848573810254,False
622,512,80,-0.7278778703497366,True
850,709,484,-0.042819962619365874,False
644,746,672,0.7089182557246514,True
153,229,883,-0.13200259235517028,False
217,179,16,-0.4244979694835826,True
153,219,587,-0.3263021781536835,False
565,610,12,-0.3582292822368287,True
106,487,560,-0.9507275640659079,False
776,483,236,-0.2330589161070144,True
317,563,490,0.26135498436870713,False
568,66,314,0.9687151001182652,True
260,209,167,-0.5075931258152773,False
33,530,39,-0.9227754216128066,True
427,585,787,0.6475963386538759,False
429,763,258,0.433130663727031,True
786,710,899,-0.06279172292408176,False
344,341,345,0.5114013223959524,True
580,524,489,-0.49303456607580864,False
85,206,209,-0.8296091736113709,True
59,518,314,-0.5936397591772248,False
777,884,774,-0.9205772489935901,True
614,432,778,-0.7075451946476834,False
610,410,539,0.9407305566797731,True
874,264,23,0.5376192258309562,False
71,165,406,-0.1577456941432482,True
169,835,735,-0.5469859627942356,False
351,303,548,-0.22133704387835954,True
382,241,74,0.10740344820988025,False
317,660,311,0.592073514707223,True
630,220,326,-0.30733286997841935,False
546,575,481,-0.8754521746884285,True
495,702,839,0.09701411442317345,False
492,307,49,-0.1426965435182586,True
890,232,824,-0.07232577525325448,False
294,169,724,-0.23615532069689701,True
860,12,29,0.9713379748520297,False
242,478,788,-0.1348103266569955,True
5,66,866,0.2481754516523729,False
460,176,483,-0.3694409585444771,True
153,176,72,-0.9292542053441233,False
316,756,687,0.5546674665997032,True
336,219,590,-0.3263021781536835,False
28,372,853,0.9155264408310896,True
43,277,527,0.7363170019206193,False
47,392,503,0.9999022585479752,True
444,240,17,0.0874989834394464,False
813,500,10,-0.5440211108893699,True
64,735,625,-0.5335843865891177,False
839,76,206,0.998710143975583,True
285,513,744,-0.6710130692090631,False
97,214,72,-0.9079672606164054,True
858,297,533,0.9416876258196776,False
420,732,535,0.8762208011101247,True
536,457,26,-0.9597240569847161,False
790,515,90,-0.7676858097635825,True
639,513,359,-0.6710130692090631,False
690,516,842,-0.7803479516532316,True
633,884,531,0.39056053133335644,False
432,46,642,0.795601620036366,True
334,462,654,-0.9829770697465994,False
883,580,274,-0.8228285949687089,True
281,337,363,0.8974620604747624,False
225,387,137,0.9935111233134158,True
583,563,109,0.26135498436870713,False
52,377,789,0.9511113924071088,True
76,133,350,-0.886258343877352,False
386,542,281,-0.9879227092817555,True
590,641,727,0.9680081178413225,False
343,775,653,0.2064674819377966,True
404,387,407,0.11373498957011671,False
392,59,676,0.9246060124080203,True
664,777,129,-0.9859273015453156,False
75,177,447,-0.3879509179417303,True
555,759,101,-0.8638349161808523,False
54,453,506,0.3567418735583286,True
116,770,646,-0.9529529168871803,False
273,83,6,0.9960239899165367,True
613,742,84,-0.6463819419480308,False
61,83,722,0.9960239899165367,True
880,123,621,-0.776570283533293,False
712,4,707,0.0799146939691727,True
261,75,369,0.0707372016677029,False
669,552,191,-0.999013340329543,True
94,56,358,0.43568244627671204,False
75,229,18,-0.991249371052267,True
297,860,63,-0.07867819473184015,False
789,869,506,-0.9948795659558413,True
702,60,23,0.3623577544766736,False
319,107,394,0.8423304316366457,True
621,887,214,0.4450592333778164,False
357,17,855,0.3334870921408144,True
775,114,423,-0.6512296605275455,False
164,684,742,0.8973066309987074,True
320,591,10,0.7341579743117826,False
322,440,490,0.5849171928917617,True
758,122,618,-0.7638152020777741,False
37,482,148,-0.2135643501267387,True
203,307,547,0.9897664858278147,False
724,519,228,-0.8164419721261122,True
176,502,227,-0.8166453193414427,False
246,537,724,-0.9675182747245379,True
243,616,590,0.969803962653111,False
800,619,414,-0.18529358686603822,True
325,659,349,0.8175634670999905,False
603,645,815,0.32747443913769303,True
194,239,393,0.06755952024227521,False
760,712,103,0.9947173386525218,True
528,353,310,0.7131500886813729,False
874,543,350,-0.9908238742642129,True
533,148,839,-0.9835573130340064,False
611,353,160,0.7010113772355981,True
495,456,300,-0.9539136059197585,False
471,12,485,0.23770262642713458,True
642,870,51,0.12094359992847413,False
606,661,547,0.6080717086137424,True
80,52,111,0.5062202572327784,False
882,365,220,0.8504366206285644,True
616,447,580,-0.8847784438452527,False
650,569,222,-0.92701395877128,True
809,110,356,-0.5885011172553458,False
410,101,623,0.9007931915226273,True
509,827,59,-0.6733713928499223,False
202,304,703,-0.2017901307561289,True
116,591,411,0.7341579743117826,False
2,26,478,0.49688013784373675,True
714,737,466,-0.5669784286603413,False
28,347,424,0.6105973779069791,True
636,160,141,-0.9982947757947531,False
779,863,897,-0.999824043962853,True
692,557,215,0.14392414497799308,False
591,888,522,-0.8864214472422384,True
717,231,285,-0.09225760199951166,False
365,352,570,0.6866091287076385,True
60,148,752,-0.9835573130340064,False
374,513,842,-0.7414455212290604,True
634,280,214,0.7755658785102496,False
724,225,458,-0.977530117665097,True
316,530,638,-0.3853381907718297,False
628,729,648,0.9035413223982337,True
8,269,633,0.6191116821795987,False
884,763,589,0.433130663727031,True
313,232,498,-0.07232577525325448,False
811,773,255,0.24543003248500284,True
176,328,573,0.9619308389361965,False
735,361,248,0.8056753507392131,True
643,845,363,-0.36976826386317313,False
27,126,197,0.5823306495240819,True
281,39,812,0.7109135380122773,False
590,125,88,0.5984721441039564,True
579,778,503,-0.9890733923119932,False
851,812,277,-0.5072895982583391,True
447,200,821,-0.6536436208636119,False
260,88,576,0.9821543171376185,True
703,355,719,0.6845466664428066,False
738,474,580,-0.05519397715107451,True
405,583,825,0.6166071144741448,False
478,463,234,0.16403330337065347,True
345,728,178,-0.41034564791167505,False
103,174,101,-0.3319851882207341,True
17,461,137,-0.9791061602801503,False
157,474,866,-0.05519397715107451,True
223,773,129,-0.9694143072775492,False
861,816,19,-0.5745356741286306,True
388,316,463,0.9993224157301724,False
684,224,326,-0.9731189832251739,True
570,710,713,-0.06279172292408176,False
420,223,545,-0.9683186141667072,True
357,500,399,-0.8390715290764524,False
527,150,29,0.1411200080598672,True
155,22,685,0.9047516632199635,False
39,559,374,-0.9830417267418882,True
508,463,859,-0.986454801491336,False
267,211,695,-0.8812060258283253,True
452,787,177,-0.9994868677898618,False
541,24,98,0.4617791755414829,True
685,421,468,-0.536275638567084,False
809,97,576,0.9326150140222005,True
817,854,81,-0.19745349853547298,False
814,410,226,0.9407305566797731,True
187,699,463,0.15652069800626667,False
459,527,762,-0.8980085023246196,True
893,754,555,-0.8092257615331789,False
360,138,581,0.3723990394250557,True
549,56,181,0.43568244627671204,False
226,866,306,-0.9991497350062422,True
156,795,158,-0.9816175436063844,False
50,474,820,-0.05519397715107451,True
344,144,660,-0.9659793123979747,False
612,856,434,-0.9874241429894153,True
99,95,414,-0.32328956686350335,False
60,519,639,-0.8164419721261122,True
252,378,827,0.2897653247384949,False
512,202,773,-0.7823359072266527,True
817,311,579,0.9980044725200334,False
188,858,440,-0.9929563636967662,True
58,424,564,-0.585922826693367,False
590,481,184,-0.19398436125389726,True
162,884,4,0.39056053133335644,False
170,168,302,-0.21667508038737965,True
150,190,766,-0.7909677119144167,False
518,587,110,-0.7354771319213411,True
895,303,39,0.9751973713085926,False
277,111,182,0.7965654722360865,True
27,260,80,0.4685166713003771,False
478,181,855,-0.4603659148289983,True
287,609,413,0.9262828155547176,False
304,348,384,0.6263130303216559,True
827,377,676,0.30884805201491966,False
793,776,335,0.18685842513998854,True
474,821,531,-0.7570326932278141,False
796,872,765,-0.9870289048090022,True
337,470,152,-0.9996930420352065,False
760,652,234,0.45611914061260334,True
313,330,29,0.9502325919585296,False
284,249,76,-0.9644053617015305,True
700,617,426,0.9744873987650982,False
474,468,643,0.06473266689756589,True
17,133,703,-0.886258343877352,False
822,712,362,0.9947173386525218,True
817,431,13,-0.6932712706162236,False
156,322,85,0.1561727815432119,True
504,664,115,0.7559911303228288,False
630,10,304,0.19866933079506122,True
73,63,109,0.3058169083782893,False
448,628,108,-0.006370571267652135,True
582,694,874,0.25434168418624353,False
220,408,57,0.9535406496505743,True
719,137,512,-0.9204396175879807,False
296,350,808,0.6569865987187891,True
760,582,177,0.60073942634101,False
289,464,863,0.14427271702045727,True
220,97,557,-0.36087288013976715,False
866,3,755,0.059964006479444595,True
314,442,476,-0.8338346752604369,False
332,313,197,-0.023183229992379453,True
654,246,838,0.20612281053395834,False
448,294,612,-0.39235022399145386,True
878,683,781,0.45926441692078623,False
641,846,163,-0.9363330663886722,True
456,823,664,-0.7302990367002146,False
569,249,128,-0.9644053617015305,True
92,57,664,0.4175945039583582,False
587,278,653,-0.6617760549930376,True
492,239,188,0.06755952024227521,False
1,533,298,-0.9442213458610589,True
854,45,121,0.6216099682706645,False
818,766,461,0.37830383593583167,True
548,600,310,0.8438539587324921,False
658,314,561,-0.0031853017931379904,True
723,471,171,-0.9999885855671581,False
448,426,885,0.7862879851369293,True
687,842,113,-0.4248168789589325,False
36,187,668,-0.56332728410037,True
381,686,846,0.40517198543356203,False
583,489,49,-0.34779855097069495,True
26,819,644,-0.7825552589379462,False
66,360,830,0.7936678638491531,True
301,268,878,0.6032828519984038,False
734,508,257,-0.670751854635837,True
815,629,457,0.9999071213613027,False
684,872,870,-0.9870289048090022,True
391,888,33,0.46287905317585465,False
373,67,800,0.9734845416953194,True
502,435,854,-0.7486466455973987,False
295,384,6,0.9849033340715608,True
153,655,789,0.8609666164623064,False
801,739,357,0.8004006514223121,True
372,699,62,0.15652069800626667,False
101,484,135,-0.2524602616282581,True
596,769,451,-0.9467003696715496,False
478,280,305,-0.6312666378723216,True
604,588,743,0.6921226034677119,False
347,762,468,0.45106946157762406,True
594,600,267,0.8438539587324921,False
801,183,659,-0.495497372916845,True
513,545,207,-0.09542885100095067,False
664,496,878,-0.47522702713477977,True
330,556,564,0.12410490607570422,False
406,368,148,0.8804520095530344,True
619,862,306,-0.03874989067633367,False
454,544,641,-0.9933287229077736,True
266,829,753,-0.6432684776134739,False
160,223,706,-0.9683186141667072,True
648,92,667,-0.2659638756089804,False
276,239,856,-0.9977152455608933,True
610,99,838,-0.397878873789916,False
133,88,545,0.9821543171376185,True
638,639,493,0.9772678934981976,False
98,750,421,0.6502878401571169,True
255,781,21,-0.9961337256638667,False
137,291,726,-0.44680005240542997,True
799,526,380,-0.4578490814853859,False
269,112,439,0.7843159250844198,True
420,779,68,-0.9918238669092151,False
496,263,516,-0.8537707776345433,True
